_id;x1;x2;x3;x4;x5;x6;treated;ps;ss_pair;wnnem_pair;nn_euk_pair_01;nn_mah_pair_01
52;0;1;0;0;1;1;0;0,2840349838746351;;;665,0;665,0
53;0;1;0;1;0;1;0;0,2966792547433902;;;;
54;1;0;0;0;1;1;0;0,4030321408648031;315,0;116,0;315,0;116,0
55;1;1;0;1;1;1;1;0,5213820114808352;314,0;483,0;493,0;483,0
56;0;0;1;0;0;0;1;0,21875257608730986;675,0;550,0;497,0;497,0
57;0;0;1;1;1;1;0;0,42439205240760136;156,0;156,0;366,0;523,0
58;0;1;1;0;1;0;0;0,29819753122397696;;;;
59;0;0;1;1;0;1;0;0,3504344726309674;422,0;683,0;156,0;666,0
60;0;0;0;0;1;0;1;0,2122668749159189;378,0;678,0;678,0;636,0
61;0;1;0;0;1;1;0;0,2840349838746351;;;336,0;414,0
62;1;1;1;1;1;1;1;0,6073783665585388;174,0;265,0;265,0;320,0
63;1;0;1;0;0;0;0;0,3460223497096673;;657,0;107,0;170,0
64;0;0;0;1;1;0;0;0,28138908825186754;;418,0;;168,0
65;0;1;0;1;1;1;1;0,3656786946243736;130,0;646,0;24,0;589,0
66;0;0;0;1;1;1;0;0,3417524538577981;;173,0;261,0;337,0
67;0;1;1;0;0;1;0;0,29190094793143195;;45,0;45,0;45,0
68;1;1;0;0;1;1;1;0,4284560788216125;649,0;404,0;385,0;372,0
69;1;1;0;1;0;0;1;0,37545894903577226;429,0;561,0;255,0;157,0
70;0;0;1;1;1;1;1;0,42439205240760136;651,0;541,0;447,0;651,0
71;1;1;0;1;0;1;1;0,4435465796666669;616,0;592,0;441,0;698,0
72;0;1;1;1;1;0;1;0,3817416083462635;327,0;327,0;405,0;369,0
73;0;1;0;0;0;1;0;0,2249769575871544;;645,0;645,0;
74;0;0;0;1;0;0;0;0,22271007961966388;120,0;120,0;;120,0
75;1;0;1;1;0;1;1;0,5048125532864441;311,0;512,0;148,0;211,0
76;1;1;1;0;0;1;0;0,4378755152975843;235,0;225,0;609,0;361,0
77;1;0;1;0;0;1;1;0,4122958424135459;283,0;490,0;48,0;283,0
78;1;1;0;1;0;1;1;0,4435465796666669;222,0;181,0;616,0;616,0
79;0;0;0;1;0;1;0;0,2753081933195574;375,0;605,0;;
80;0;0;0;1;0;1;0;0,2753081933195574;;;;431,0
81;0;1;1;0;0;1;0;0,29190094793143195;45,0;;;
82;0;1;1;1;1;1;1;0,4501473795086837;8,0;95,0;421,0;95,0
83;0;0;1;1;0;1;1;0,3504344726309674;459,0;471,0;459,0;138,0
84;1;0;1;0;0;0;0;0,3460223497096673;454,0;;;
85;1;0;0;0;0;1;1;0,3306585947733612;612,0;27,0;424,0;210,0
86;0;0;1;0;1;1;0;0,3365956238747993;;410,0;;301,0
87;1;0;0;0;0;0;0;0,27144667270599393;;;;573,0
88;1;1;1;1;1;1;1;0,6073783665585388;524,0;506,0;689,0;407,0
89;1;0;0;1;0;0;0;0,3512471360833499;619,0;25,0;;472,0
90;1;0;1;1;1;0;1;0,5123785732457995;287,0;218,0;258,0;324,0
91;0;0;0;1;0;1;0;0,2753081933195574;;;;
92;0;0;0;1;0;0;0;0,22271007961966388;;;;
93;0;0;1;0;1;0;0;0,27676013871605626;;;306,0;
94;0;1;1;1;0;1;0;0,3746226153293537;;;;392,0
95;0;1;1;1;1;1;0;0,4501473795086837;386,0;82,0;215,0;82,0
96;0;1;0;0;1;0;0;0,23029944197901306;;;251,0;
97;0;0;0;0;0;1;0;0,207248929192348;;;;
98;1;0;0;1;0;0;0;0,3512471360833499;25,0;453,0;137,0;114,0
99;0;0;1;1;1;0;0;0,35735647137134297;166,0;257,0;478,0;656,0
100;0;0;1;0;0;1;1;0,2707415885789225;51,0;113,0;594,0;113,0
101;0;0;1;0;1;1;0;0,3365956238747993;410,0;364,0;;364,0
102;1;0;0;1;0;1;1;0,41788189680442334;181,0;587,0;419,0;41,0
103;0;0;1;0;1;0;0;0,27676013871605626;279,0;306,0;;
104;0;0;0;1;0;1;0;0,2753081933195574;;;453,0;
105;1;1;1;1;1;1;0;0,6073783665585388;43,0;326,0;450,0;600,0
106;0;1;0;1;1;1;1;0,3656786946243736;400,0;589,0;400,0;425,0
107;1;0;1;0;0;0;1;0,3460223497096673;457,0;252,0;63,0;198,0
108;1;0;0;1;1;0;0;0,4252639396200544;442,0;304,0;;470,0
109;1;0;0;0;0;1;0;0,3306585947733612;178,0;178,0;178,0;
110;0;0;0;1;1;1;0;0,3417524538577981;;;173,0;173,0
111;0;1;0;1;0;1;0;0,2966792547433902;;;;
112;1;1;1;1;0;0;0;0,4605465384236457;595,0;150,0;186,0;673,0
113;0;0;1;0;0;1;0;0,2707415885789225;;100,0;269,0;100,0
114;1;0;0;1;0;0;1;0,3512471360833499;679,0;679,0;18,0;98,0
115;1;0;0;0;0;0;0;0,27144667270599393;553,0;;;553,0
116;1;0;0;0;1;1;1;0,4030321408648031;515,0;54,0;655,0;54,0
117;0;1;1;1;0;1;0;0,3746226153293537;;670,0;386,0;
118;1;0;0;1;0;1;1;0,41788189680442334;419,0;419,0;438,0;419,0
119;1;0;0;1;1;1;0;0,4952217399494778;50,0;142,0;142,0;570,0
120;0;0;0;1;0;0;1;0,22271007961966388;74,0;74,0;536,0;74,0
121;0;0;1;0;1;0;0;0,27676013871605626;;;492,0;
122;1;0;1;1;0;0;0;0,4346665693971672;;673,0;123,0;439,0
123;1;0;1;1;0;0;1;0,4346665693971672;409,0;359,0;122,0;445,0
124;1;1;1;1;1;1;1;0,6073783665585388;265,0;524,0;694,0;506,0
125;1;1;0;1;0;1;1;0,4435465796666669;;511,0;430,0;592,0
126;1;0;0;1;1;0;0;0,4252639396200544;;340,0;442,0;442,0
127;1;1;0;0;0;1;0;0,35422611154504696;276,0;250,0;6,0;282,0
128;0;1;1;1;0;1;0;0,3746226153293537;552,0;569,0;;
129;1;0;0;1;1;0;1;0,4252639396200544;132,0;132,0;132,0;240,0
130;0;1;0;1;1;1;0;0,3656786946243736;65,0;;243,0;215,0
131;1;1;0;0;1;0;0;0,3611813609331195;;;;538,0
132;1;0;0;1;1;0;0;0,4252639396200544;129,0;129,0;129,0;546,0
133;0;0;0;0;0;1;1;0,207248929192348;20,0;0,0;154,0;456,0
134;0;1;1;0;1;1;0;0,3603584801033871;469,0;469,0;260,0;260,0
135;0;0;0;0;0;0;0;0,16469854039057807;207,0;;207,0;285,0
136;0;0;1;0;0;1;1;0,2707415885789225;217,0;51,0;383,0;594,0
137;1;0;0;1;0;0;1;0,3512471360833499;676,0;676,0;98,0;629,0
138;0;0;1;1;0;1;0;0,3504344726309674;567,0;582,0;368,0;83,0
139;0;0;0;1;0;1;0;0,2753081933195574;;;375,0;
140;0;0;1;1;1;0;0;0,35735647137134297;300,0;300,0;427,0;166,0
141;1;0;0;0;0;1;0;0,3306585947733612;384,0;356,0;262,0;
142;1;0;0;1;1;1;1;0,4952217399494778;500,0;119,0;119,0;183,0
143;0;0;0;0;0;1;0;0,207248929192348;;;;
144;1;1;0;0;1;1;1;0,4284560788216125;14,0;382,0;502,0;584,0
145;1;1;1;0;0;1;0;0,4378755152975843;223,0;685,0;361,0;225,0
146;0;1;1;0;0;0;1;0,23717023124678005;21,0;435,0;296,0;296,0
147;0;0;0;1;1;1;1;0,3417524538577981;38,0;19,0;19,0;202,0
148;1;0;1;1;0;1;0;0,5048125532864441;666,0;239,0;75,0;310,0
149;1;1;1;0;1;1;0;0,5156379511797571;;;286,0;548,0
150;1;1;1;1;0;0;1;0,4605465384236457;618,0;112,0;496,0;618,0
151;1;0;0;0;0;0;0;0,27144667270599393;;;;
152;1;0;0;0;1;0;1;0,33739286408169994;583,0;333,0;333,0;583,0
153;0;0;0;1;0;1;0;0,2753081933195574;;;;
154;0;0;0;0;0;1;0;0,207248929192348;;390,0;133,0;
155;1;0;1;1;0;1;0;0,5048125532864441;590,0;510,0;;510,0
156;0;0;1;1;1;1;1;0,42439205240760136;57,0;57,0;59,0;541,0
157;1;1;0;1;0;0;0;0,37545894903577226;350,0;517,0;;69,0
158;1;1;1;0;0;0;1;0,3700794594640561;601,0;601,0;344,0;344,0
159;0;0;0;1;0;1;0;0,2753081933195574;;;605,0;375,0
160;1;1;0;0;1;0;0;0,3611813609331195;39,0;;341,0;
161;0;0;1;0;1;1;0;0,3365956238747993;;352,0;;410,0
162;1;0;0;1;1;0;0;0,4252639396200544;304,0;442,0;470,0;304,0
163;0;1;0;1;1;1;0;0,3656786946243736;396,0;396,0;230,0;396,0
164;0;0;0;0;1;1;0;0,2632338474605984;;;289,0;289,0
165;0;1;0;0;0;0;0;0,17961146631316968;;;;
166;0;0;1;1;1;0;1;0,35735647137134297;99,0;621,0;634,0;140,0
167;0;1;1;1;1;0;1;0,3817416083462635;369,0;405,0;406,0;327,0
168;0;0;0;1;1;0;1;0,28138908825186754;338,0;476,0;488,0;64,0
169;1;0;1;1;1;0;0;0,5123785732457995;;;489,0;
170;1;0;1;0;0;0;1;0,3460223497096673;628,0;198,0;628,0;63,0
171;1;1;1;0;0;0;1;0,3700794594640561;344,0;586,0;256,0;601,0
172;0;1;1;1;0;1;0;0,3746226153293537;;392,0;;
173;0;0;0;1;1;1;1;0,3417524538577981;202,0;66,0;110,0;110,0
174;1;1;1;1;1;1;0;0,6073783665585388;62,0;43,0;600,0;661,0
175;1;1;1;0;1;0;1;0,44534054665600176;591,0;480,0;460,0;494,0
176;1;1;1;1;1;1;1;0,6073783665585388;506,0;205,0;506,0;430,0
177;1;1;1;0;1;0;0;0,44534054665600176;452,0;341,0;549,0;452,0
178;1;0;0;0;0;1;1;0,3306585947733612;109,0;109,0;109,0;27,0
179;0;1;1;0;0;1;0;0,29190094793143195;;;;
180;1;1;0;1;1;0;1;0,4510307184754215;197,0;518,0;429,0;379,0
181;1;0;0;1;0;1;0;0,41788189680442334;102,0;78,0;391,0;453,0
182;0;0;0;1;1;0;1;0,28138908825186754;316,0;463,0;381,0;316,0
183;1;0;0;1;1;1;0;0,4952217399494778;606,0;570,0;570,0;142,0
184;0;0;0;0;1;1;0;0,2632338474605984;;;;
185;0;1;1;0;0;1;0;0,29190094793143195;;;;223,0
186;1;1;1;1;0;0;1;0,4605465384236457;496,0;496,0;112,0;496,0
187;1;0;0;1;0;1;1;0,41788189680442334;587,0;616,0;575,0;451,0
188;0;1;0;0;1;1;0;0,2840349838746351;414,0;;;
189;0;0;0;1;0;1;0;0,2753081933195574;;;;
190;1;0;1;1;0;0;1;0,4346665693971672;420,0;409,0;445,0;409,0
191;1;1;0;0;1;0;0;0,3611813609331195;449,0;581,0;39,0;39,0
192;1;1;0;0;1;0;0;0,3611813609331195;;449,0;581,0;581,0
193;0;1;0;0;1;0;0;0,23029944197901306;;;564,0;
194;0;1;1;0;1;1;1;0,3603584801033871;213,0;597,0;597,0;597,0
195;1;1;0;1;1;1;1;0,5213820114808352;694,0;639,0;571,0;639,0
196;0;0;0;1;0;0;0;0,22271007961966388;;;;
197;1;1;0;1;1;0;0;0,4510307184754215;180,0;199,0;596,0;596,0
198;1;0;1;0;0;0;0;0,3460223497096673;657,0;170,0;454,0;107,0
199;1;1;0;1;1;0;1;0,4510307184754215;518,0;197,0;380,0;278,0
200;1;1;0;0;1;1;1;0,4284560788216125;404,0;372,0;404,0;404,0
201;0;0;1;0;0;1;1;0,2707415885789225;37,0;37,0;51,0;217,0
202;0;0;0;1;1;1;0;0,3417524538577981;173,0;261,0;;147,0
203;0;1;0;0;1;0;0;0,23029944197901306;;;;
204;1;1;0;0;0;1;0;0,35422611154504696;250,0;212,0;563,0;250,0
205;1;0;1;1;1;1;0;0,5821514741154583;236,0;176,0;42,0;326,0
206;0;0;1;0;0;1;1;0,2707415885789225;32,0;594,0;613,0;37,0
207;0;0;0;0;0;0;1;0,16469854039057807;135,0;448,0;135,0;448,0
208;0;0;0;1;1;1;0;0,3417524538577981;337,0;337,0;337,0;261,0
209;1;0;0;1;0;1;1;0,41788189680442334;;629,0;592,0;507,0
210;1;0;0;0;0;1;0;0,3306585947733612;;563,0;276,0;85,0
211;1;0;1;1;0;1;0;0,5048125532864441;;;13,0;75,0
212;1;1;0;0;0;1;1;0,35422611154504696;602,0;204,0;432,0;292,0
213;0;1;1;0;1;1;0;0,3603584801033871;194,0;260,0;469,0;469,0
214;1;1;1;1;0;1;0;0,5309465600931209;220,0;220,0;11,0;
215;0;1;1;1;1;1;1;0,4501473795086837;421,0;8,0;95,0;130,0
216;1;0;0;1;1;0;0;0,4252639396200544;;470,0;;
217;0;0;1;0;0;1;0;0,2707415885789225;136,0;269,0;;201,0
218;1;0;1;1;1;0;0;0,5123785732457995;;90,0;;308,0
219;0;0;1;1;1;0;0;0,35735647137134297;;427,0;300,0;300,0
220;1;1;1;1;0;1;1;0,5309465600931209;214,0;214,0;698,0;353,0
221;1;1;1;0;0;0;1;0,3700794594640561;586,0;344,0;601,0;437,0
222;1;1;0;1;0;1;0;0,4435465796666669;78,0;11,0;357,0;11,0
223;1;1;1;0;0;1;1;0,4378755152975843;145,0;668,0;658,0;185,0
224;0;0;1;0;1;1;1;0,3365956238747993;682,0;664,0;461,0;487,0
225;1;1;1;0;0;1;1;0,4378755152975843;668,0;76,0;309,0;145,0
226;0;1;0;0;0;0;0;0,17961146631316968;;408,0;;408,0
227;0;1;0;0;1;1;0;0,2840349838746351;;;;
228;1;1;0;1;0;0;0;0,37545894903577226;;;340,0;517,0
229;0;0;1;0;1;1;0;0,3365956238747993;;;410,0;474,0
230;0;1;0;1;1;1;1;0,3656786946243736;24,0;425,0;163,0;505,0
231;1;0;1;1;1;1;0;0,5821514741154583;46,0;46,0;521,0;236,0
232;1;1;1;0;1;1;0;0,5156379511797571;389,0;389,0;;692,0
233;1;1;0;1;1;1;0;0,5213820114808352;;329,0;270,0;458,0
234;1;1;1;0;1;1;0;0,5156379511797571;428,0;446,0;;428,0
235;1;1;1;0;0;1;1;0,4378755152975843;76,0;309,0;668,0;544,0
236;1;0;1;1;1;1;1;0,5821514741154583;205,0;689,0;287,0;231,0
237;0;1;1;1;1;0;1;0,3817416083462635;405,0;369,0;369,0;405,0
238;0;1;1;0;0;0;1;0,23717023124678005;535,0;21,0;435,0;343,0
239;1;0;1;1;0;1;1;0,5048125532864441;578,0;148,0;451,0;512,0
240;1;0;0;1;1;0;0;0,4252639396200544;470,0;546,0;546,0;129,0
241;1;0;1;0;1;1;1;0,4894711442478235;335,0;508,0;531,0;531,0
242;1;1;0;0;0;0;0;0,2926390241652036;545,0;641,0;545,0;545,0
243;0;1;0;1;1;1;1;0,3656786946243736;646,0;24,0;130,0;24,0
244;0;1;1;1;0;0;0;0,3111982338515346;248,0;;;
245;1;0;0;0;1;1;1;0,4030321408648031;495,0;514,0;514,0;515,0
246;1;0;1;0;0;1;0;0,4122958424135459;;;;
247;0;1;1;1;0;0;0;0,3111982338515346;;;248,0;
248;0;1;1;1;0;0;1;0,3111982338515346;244,0;403,0;247,0;31,0
249;0;1;0;0;0;0;0;0,17961146631316968;;;;
250;1;1;0;0;0;1;1;0,35422611154504696;204,0;127,0;602,0;204,0
251;0;1;0;0;1;0;1;0,23029944197901306;347,0;395,0;96,0;395,0
252;1;0;1;0;0;0;0;0,3460223497096673;;107,0;657,0;657,0
253;0;1;0;1;0;1;0;0,2966792547433902;;;;
254;1;1;1;0;1;0;0;0,44534054665600176;547,0;473,0;547,0;549,0
255;1;1;0;1;0;0;0;0,37545894903577226;;619,0;69,0;
256;1;0;1;0;0;0;0;0,3460223497096673;688,0;492,0;171,0;
257;0;0;1;1;1;0;1;0,35735647137134297;36,0;99,0;36,0;447,0
258;1;0;1;1;1;0;0;0,5123785732457995;489,0;455,0;90,0;489,0
259;0;0;0;0;0;1;0;0,207248929192348;;;;
260;0;1;1;0;1;1;1;0,3603584801033871;597,0;213,0;134,0;134,0
261;0;0;0;1;1;1;1;0,3417524538577981;19,0;202,0;66,0;208,0
262;1;0;0;0;0;1;1;0,3306585947733612;653,0;424,0;141,0;424,0
263;1;0;1;0;1;0;1;0,4196503439411126;568,0;593,0;401,0;593,0
264;0;0;1;0;0;0;0;0,21875257608730986;638,0;638,0;638,0;
265;1;1;1;1;1;1;0;0,6073783665585388;124,0;62,0;62,0;286,0
266;1;1;1;1;0;1;0;0,5309465600931209;;661,0;633,0;680,0
267;0;0;1;1;0;1;0;0,3504344726309674;402,0;402,0;501,0;501,0
268;0;1;1;0;0;0;0;0,23717023124678005;;;;
269;0;0;1;0;0;1;1;0,2707415885789225;323,0;217,0;113,0;323,0
270;1;1;0;1;1;1;1;0,5213820114808352;624,0;624,0;233,0;571,0
271;0;1;0;0;1;1;0;0,2840349838746351;;;;
272;0;1;0;1;0;0;0;0,2413579948840177;;;;
273;1;0;1;1;0;0;1;0,4346665693971672;359,0;445,0;359,0;420,0
274;0;0;0;0;1;0;0;0,2122668749159189;;;;
275;0;1;0;0;0;1;0;0,2249769575871544;345,0;;345,0;
276;1;1;0;0;0;1;1;0,35422611154504696;127,0;602,0;210,0;602,0
277;1;0;0;1;0;0;0;0,3512471360833499;;391,0;;25,0
278;1;1;1;1;1;0;0;0,5384783371768098;303,0;332,0;;199,0
279;0;0;1;0;1;0;1;0,27676013871605626;103,0;566,0;677,0;348,0
280;0;0;1;1;0;0;0;0,2892113767707541;;;;
281;0;1;0;1;0;1;0;0,2966792547433902;;;477,0;477,0
282;1;1;0;0;0;1;1;0,35422611154504696;;643,0;612,0;127,0
283;1;0;1;0;0;1;0;0,4122958424135459;77,0;;;77,0
284;1;0;1;0;0;0;0;0,3460223497096673;;454,0;;454,0
285;0;0;0;0;0;0;1;0,16469854039057807;659,0;349,0;448,0;135,0
286;1;1;1;1;1;1;1;0,6073783665585388;;30,0;149,0;265,0
287;1;0;1;1;1;0;0;0,5123785732457995;90,0;489,0;236,0;
288;0;0;0;0;1;1;0;0,2632338474605984;289,0;;;
289;0;0;0;0;1;1;1;0,2632338474605984;288,0;360,0;164,0;164,0
290;1;0;0;1;0;1;1;0,41788189680442334;;342,0;608,0;587,0
291;0;1;0;1;1;0;0;0,3030348001957405;5,0;10,0;377,0;298,0
292;1;1;1;0;0;1;0;0,4378755152975843;609,0;609,0;685,0;212,0
293;1;0;1;0;0;0;0;0,3460223497096673;;468,0;;
294;0;1;0;0;1;0;0;0,23029944197901306;;376,0;;
295;0;0;1;1;0;1;0;0,3504344726309674;683,0;422,0;567,0;402,0
296;0;1;1;0;0;0;0;0,23717023124678005;;;146,0;146,0
297;0;1;0;0;1;0;0;0,23029944197901306;;;;
298;0;1;0;1;1;0;1;0,3030348001957405;299,0;2,0;44,0;291,0
299;0;1;0;1;1;0;0;0,3030348001957405;298,0;377,0;10,0;436,0
300;0;0;1;1;1;0;1;0,35735647137134297;140,0;140,0;219,0;219,0
301;0;0;1;0;1;1;1;0,3365956238747993;22,0;487,0;682,0;86,0
302;0;0;0;1;0;0;1;0,22271007961966388;481,0;481,0;481,0;481,0
303;1;1;1;1;1;0;1;0,5384783371768098;278,0;560,0;26,0;26,0
304;1;0;0;1;1;0;1;0,4252639396200544;162,0;108,0;625,0;162,0
305;0;1;1;0;1;0;0;0,29819753122397696;;;;
306;0;0;1;0;1;0;1;0,27676013871605626;526,0;103,0;93,0;526,0
307;0;1;0;1;0;1;0;0,2966792547433902;;;;415,0
308;1;0;1;1;1;0;1;0,5123785732457995;557,0;557,0;557,0;218,0
309;1;1;1;0;0;1;0;0,4378755152975843;685,0;235,0;225,0;6,0
310;1;0;0;1;0;1;1;0,41788189680442334;;650,0;41,0;148,0
311;1;0;1;1;0;1;0;0,5048125532864441;75,0;13,0;666,0;590,0
312;1;1;1;1;0;1;0;0,5309465600931209;;680,0;577,0;633,0
313;0;1;0;0;0;0;0;0,17961146631316968;;;408,0;
314;1;1;0;1;1;1;0;0,5213820114808352;55,0;610,0;458,0;450,0
315;1;0;0;0;1;1;1;0,4030321408648031;54,0;444,0;54,0;687,0
316;0;0;0;1;1;0;0;0,28138908825186754;182,0;;418,0;182,0
317;0;1;1;0;0;0;0;0,23717023124678005;;;;
318;1;1;0;1;1;0;1;0,4510307184754215;379,0;380,0;379,0;518,0
319;1;1;0;0;1;0;0;0,3611813609331195;;;538,0;
320;1;1;0;1;1;1;0;0,5213820114808352;329,0;;661,0;62,0
321;0;1;0;1;0;0;0;0,2413579948840177;;;;
322;0;0;1;1;1;1;1;0,42439205240760136;541,0;651,0;38,0;38,0
323;0;0;1;0;0;1;0;0,2707415885789225;269,0;;;269,0
324;1;0;1;1;1;0;0;0,5123785732457995;;;;90,0
325;0;1;0;0;0;0;0;0,17961146631316968;;513,0;513,0;
326;1;0;1;1;1;1;1;0,5821514741154583;689,0;105,0;35,0;205,0
327;0;1;1;1;1;0;0;0,3817416083462635;72,0;72,0;;167,0
328;0;1;0;0;0;1;0;0,2249769575871544;;;;645,0
329;1;1;0;1;1;1;1;0,5213820114808352;320,0;233,0;639,0;684,0
330;1;1;0;1;1;0;1;0,4510307184754215;380,0;379,0;518,0;380,0
331;1;0;0;0;1;1;1;0,4030321408648031;632,0;687,0;444,0;514,0
332;1;1;1;1;1;0;1;0,5384783371768098;560,0;278,0;635,0;557,0
333;1;0;0;0;1;0;0;0,33739286408169994;;152,0;152,0;346,0
334;0;0;0;0;1;0;0;0,2122668749159189;;;;
335;1;0;1;0;1;1;0;0,4894711442478235;241,0;387,0;465,0;387,0
336;0;1;0;0;1;1;1;0,2840349838746351;502,0;502,0;61,0;551,0
337;0;0;0;1;1;1;1;0,3417524538577981;208,0;208,0;208,0;66,0
338;0;0;0;1;1;0;0;0,28138908825186754;168,0;;;418,0
339;0;1;1;1;0;1;0;0,3746226153293537;392,0;509,0;392,0;580,0
340;1;1;0;1;1;0;1;0,4510307184754215;;126,0;228,0;635,0
341;1;1;1;0;1;0;1;0,44534054665600176;480,0;177,0;160,0;480,0
342;1;0;0;1;0;0;0;0,3512471360833499;;290,0;25,0;
343;0;1;1;0;0;0;0;0,23717023124678005;;;;238,0
344;1;1;1;0;0;0;0;0,3700794594640561;171,0;221,0;158,0;158,0
345;0;1;0;0;0;1;1;0,2249769575871544;275,0;398,0;275,0;697,0
346;1;0;1;0;1;0;1;0,4196503439411126;593,0;568,0;637,0;333,0
347;0;1;0;0;1;0;0;0,23029944197901306;251,0;;376,0;564,0
348;0;0;1;0;1;0;0;0,27676013871605626;;;;279,0
349;0;0;0;0;0;0;0;0,16469854039057807;;285,0;;
350;1;1;0;1;0;0;1;0,37545894903577226;157,0;397,0;397,0;519,0
351;1;1;1;1;1;1;1;0,6073783665585388;;558,0;483,0;524,0
352;0;0;1;0;1;1;1;0,3365956238747993;487,0;161,0;487,0;461,0
353;1;1;1;1;0;1;0;0,5309465600931209;680,0;633,0;43,0;220,0
354;1;0;0;1;0;0;1;0,3512471360833499;674,0;674,0;522,0;18,0
355;0;0;1;1;1;1;1;0,42439205240760136;;672,0;664,0;22,0
356;1;0;0;0;0;1;1;0,3306585947733612;643,0;141,0;653,0;612,0
357;1;1;0;1;0;1;1;0,4435465796666669;;519,0;222,0;620,0
358;0;0;0;0;1;1;0;0,2632338474605984;;;;
359;1;0;1;1;0;0;0;0,4346665693971672;273,0;123,0;273,0;
360;0;0;0;0;1;1;0;0,2632338474605984;;289,0;;
361;1;1;1;0;0;1;1;0,4378755152975843;658,0;658,0;145,0;76,0
362;1;0;0;1;1;1;1;0,4952217399494778;555,0;575,0;699,0;479,0
363;1;0;0;0;0;0;0;0,27144667270599393;;504,0;504,0;504,0
364;0;0;1;0;1;1;1;0,3365956238747993;664,0;101,0;22,0;101,0
365;1;0;1;0;1;0;1;0,4196503439411126;;460,0;593,0;520,0
366;0;0;1;1;1;1;1;0,42439205240760136;;634,0;57,0;664,0
367;0;1;1;0;1;0;0;0,29819753122397696;;;;
