_id;x1;x2;x3;x4;x5;x6;treated;ps;ss_pair;wnnem_pair;nn_euk_pair_01;nn_mah_pair_01;psm_02_pair_01;psm_dyn_pair_01;nn_euk_pair_02;nn_mah_pair_02;psm_02_pair_02;psm_dyn_pair_02;nn_euk_pair_03;nn_mah_pair_03;psm_02_pair_03;psm_dyn_pair_03;nn_euk_pair_04;nn_mah_pair_04;psm_02_pair_04;psm_dyn_pair_04;nn_euk_pair_05;nn_mah_pair_05;psm_02_pair_05;psm_dyn_pair_05;nn_euk_pair_06;nn_mah_pair_06;psm_02_pair_06;psm_dyn_pair_06;nn_euk_pair_07;nn_mah_pair_07;psm_02_pair_07;psm_dyn_pair_07;nn_euk_pair_08;nn_mah_pair_08;psm_02_pair_08;psm_dyn_pair_08;nn_euk_pair_09;nn_mah_pair_09;psm_02_pair_09;psm_dyn_pair_09;nn_euk_pair_10;nn_mah_pair_10;psm_02_pair_10;psm_dyn_pair_10
21;0;1;1;0;0;0;0;0,23717023124678005;146,0;238,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;0;0;1;0;1;1;0;0,3365956238747993;301,0;;364,0;355,0;;;224,0;;;;364,0;;;;410,0;;;;352,0;156,0;;;410,0;;;;224,0;;;;364,0;;;;301,0;366,0;;;410,0;;;
23;0;1;0;1;0;1;0;0,2966792547433902;;477,0;;;415,0;415,0;;;477,0;477,0;;;642,0;415,0;;;477,0;642,0;;;477,0;642,0;;;415,0;477,0;;;642,0;642,0;;;477,0;477,0;;;477,0;477,0;;;477,0;477,0
24;0;1;0;1;1;1;0;0,3656786946243736;230,0;243,0;65,0;243,0;663,0;243,0;663,0;230,0;106,0;663,0;396,0;243,0;243,0;396,0;65,0;663,0;663,0;230,0;65,0;65,0;230,0;663,0;106,0;65,0;243,0;65,0;243,0;230,0;243,0;243,0;230,0;106,0;663,0;106,0;106,0;106,0;243,0;243,0;65,0;396,0;106,0;106,0
25;1;0;0;1;0;0;1;0,3512471360833499;98,0;89,0;342,0;277,0;89,0;629,0;98,0;629,0;676,0;98,0;98,0;18,0;676,0;89,0;98,0;98,0;98,0;89,0;18,0;522,0;522,0;522,0;650,0;277,0;650,0;89,0;629,0;277,0;679,0;98,0;98,0;522,0;98,0;89,0;650,0;629,0;650,0;676,0;342,0;18,0;98,0;89,0
26;1;1;1;1;1;0;0;0,5384783371768098;;433,0;303,0;303,0;455,0;534,0;332,0;303,0;332,0;332,0;303,0;433,0;534,0;455,0;455,0;433,0;332,0;332,0;534,0;332,0;303,0;455,0;433,0;455,0;455,0;433,0;303,0;332,0;303,0;534,0;303,0;332,0;433,0;433,0;303,0;332,0;433,0;534,0;433,0;455,0;303,0;455,0
27;1;0;0;0;0;1;0;0,3306585947733612;486,0;85,0;486,0;178,0;85,0;262,0;356,0;178,0;486,0;486,0;262,0;262,0;262,0;356,0;262,0;262,0;384,0;262,0;178,0;356,0;178,0;356,0;356,0;486,0;178,0;384,0;356,0;178,0;486,0;486,0;486,0;178,0;486,0;178,0;384,0;356,0;384,0;384,0;356,0;486,0;262,0;262,0
28;0;0;0;0;1;1;0;0,2632338474605984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;0;1;1;0;1;0;0;0,29819753122397696;;394,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;1;1;1;1;1;0;0;0,5384783371768098;455,0;286,0;455,0;534,0;303,0;332,0;538,0;433,0;303,0;661,0;175,0;455,0;303,0;332,0;547,0;332,0;303,0;433,0;547,0;534,0;433,0;534,0;175,0;534,0;303,0;455,0;332,0;303,0;455,0;332,0;175,0;455,0;455,0;303,0;630,0;303,0;455,0;124,0;534,0;534,0;332,0;303,0
31;0;1;1;1;0;0;0;0,3111982338515346;;;;248,0;248,0;565,0;;565,0;248,0;248,0;;565,0;248,0;248,0;;579,0;248,0;248,0;;248,0;579,0;565,0;;565,0;579,0;565,0;;565,0;565,0;565,0;;565,0;565,0;579,0;;565,0;248,0;248,0;;565,0;248,0;565,0
32;0;0;1;0;0;1;0;0,2707415885789225;206,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;1;1;1;0;1;1;0;0,5156379511797571;;538,0;452,0;;389,0;428,0;446,0;;428,0;446,0;428,0;;428,0;389,0;446,0;;428,0;389,0;389,0;;428,0;389,0;452,0;;446,0;389,0;428,0;;428,0;389,0;389,0;;389,0;446,0;547,0;;389,0;446,0;389,0;;428,0;389,0
34;0;1;1;1;1;1;1;0,4501473795086837;393,0;421,0;8,0;421,0;;421,0;134,0;130,0;95,0;335,0;134,0;421,0;;421,0;117,0;95,0;95,0;95,0;421,0;393,0;;672,0;117,0;672,0;;451,0;672,0;8,0;95,0;95,0;672,0;393,0;;421,0;393,0;130,0;;95,0;672,0;393,0;380,0;479,0
35;1;0;1;1;1;1;0;0,5821514741154583;42,0;42,0;326,0;521,0;521,0;326,0;236,0;521,0;236,0;42,0;236,0;355,0;42,0;521,0;521,0;521,0;46,0;236,0;521,0;236,0;236,0;662,0;46,0;521,0;326,0;521,0;236,0;46,0;236,0;450,0;236,0;326,0;42,0;46,0;236,0;42,0;236,0;46,0;236,0;42,0;46,0;236,0
36;0;0;1;1;1;0;0;0,35735647137134297;257,0;474,0;257,0;;300,0;166,0;;;166,0;257,0;166,0;;478,0;478,0;;;478,0;427,0;478,0;;656,0;656,0;478,0;;257,0;257,0;656,0;;300,0;427,0;;;427,0;257,0;300,0;;656,0;300,0;;;257,0;427,0
37;0;0;1;0;0;1;0;0,2707415885789225;201,0;201,0;;206,0;;;;206,0;;;;136,0;;;;269,0;;;;100,0;;;;206,0;;;;269,0;;;;269,0;;;;269,0;;;;206,0;;
38;0;0;0;1;1;1;0;0,3417524538577981;147,0;;322,0;322,0;147,0;173,0;582,0;322,0;173,0;173,0;582,0;582,0;337,0;147,0;523,0;366,0;173,0;261,0;523,0;523,0;147,0;173,0;322,0;70,0;261,0;173,0;156,0;523,0;173,0;261,0;355,0;523,0;147,0;147,0;582,0;322,0;147,0;147,0;156,0;156,0;261,0;173,0
39;1;1;0;0;1;0;1;0,3611813609331195;160,0;494,0;191,0;191,0;131,0;160,0;192,0;191,0;319,0;319,0;654,0;191,0;131,0;131,0;654,0;192,0;160,0;160,0;654,0;192,0;319,0;319,0;191,0;191,0;319,0;160,0;654,0;654,0;160,0;160,0;191,0;192,0;160,0;160,0;192,0;191,0;319,0;131,0;654,0;192,0;319,0;131,0
40;0;1;1;1;0;1;0;0,3746226153293537;670,0;;670,0;552,0;;;552,0;580,0;;;580,0;552,0;;;392,0;580,0;;;670,0;580,0;;;670,0;392,0;;;552,0;552,0;;;670,0;552,0;;;392,0;392,0;;;552,0;580,0;;466,0
41;1;0;1;1;0;1;0;0,5048125532864441;13,0;;310,0;102,0;239,0;590,0;102,0;391,0;75,0;239,0;102,0;209,0;239,0;13,0;431,0;310,0;590,0;666,0;310,0;391,0;510,0;590,0;391,0;290,0;510,0;590,0;102,0;391,0;75,0;590,0;453,0;391,0;666,0;75,0;102,0;290,0;510,0;590,0;118,0;290,0;666,0;75,0
42;1;0;1;1;1;1;1;0,5821514741154583;35,0;35,0;205,0;644,0;;231,0;572,0;205,0;;35,0;231,0;689,0;35,0;698,0;231,0;644,0;689,0;231,0;231,0;689,0;689,0;205,0;205,0;644,0;689,0;558,0;231,0;231,0;205,0;231,0;231,0;575,0;35,0;278,0;572,0;35,0;689,0;689,0;689,0;35,0;231,0;698,0
43;1;1;1;1;1;1;1;0,6073783665585388;105,0;174,0;353,0;493,0;105,0;105,0;639,0;265,0;;524,0;684,0;524,0;;558,0;689,0;694,0;;506,0;493,0;493,0;524,0;560,0;105,0;314,0;;483,0;560,0;493,0;;174,0;694,0;314,0;;266,0;483,0;524,0;;314,0;105,0;506,0;524,0;312,0
44;0;1;0;1;0;0;0;0,2413579948840177;;;298,0;;;;377,0;;;;436,0;;;;377,0;;;;5,0;;;;10,0;;;;298,0;;;;298,0;;;;298,0;;;;377,0;;;
45;0;1;1;0;0;1;1;0,29190094793143195;81,0;67,0;67,0;67,0;544,0;1,0;67,0;67,0;1,0;1,0;67,0;67,0;544,0;544,0;67,0;67,0;544,0;1,0;67,0;1,0;544,0;1,0;67,0;67,0;1,0;544,0;81,0;1,0;1,0;544,0;537,0;1,0;1,0;544,0;537,0;67,0;544,0;544,0;537,0;1,0;1,0;1,0
46;1;0;1;1;1;1;1;0,5821514741154583;231,0;231,0;572,0;689,0;205,0;278,0;205,0;689,0;231,0;231,0;287,0;205,0;689,0;205,0;205,0;231,0;35,0;205,0;205,0;231,0;205,0;266,0;35,0;231,0;;205,0;689,0;35,0;689,0;689,0;205,0;231,0;;35,0;231,0;689,0;205,0;35,0;231,0;689,0;35,0;689,0
47;1;1;1;0;1;1;0;0,5156379511797571;;630,0;;446,0;;;465,0;446,0;;;;428,0;;;;428,0;;;;428,0;;;;389,0;;;;389,0;;;;446,0;;;;389,0;;;;446,0;;
48;1;0;1;0;0;1;0;0,4122958424135459;;;77,0;;;290,0;77,0;;;484,0;588,0;;;310,0;77,0;;;102,0;588,0;;;187,0;588,0;;;290,0;77,0;;;310,0;588,0;;;118,0;77,0;;;290,0;77,0;;;310,0
49;0;1;0;0;1;0;0;0,23029944197901306;;564,0;;376,0;;;;251,0;;;;251,0;;;;376,0;;;;564,0;;;;376,0;;;;251,0;;;;376,0;;;;251,0;;;;251,0;;
50;1;0;0;1;1;1;1;0,4952217399494778;119,0;699,0;555,0;500,0;479,0;183,0;183,0;183,0;575,0;500,0;555,0;119,0;575,0;183,0;575,0;119,0;699,0;183,0;555,0;183,0;183,0;479,0;183,0;699,0;699,0;479,0;119,0;479,0;479,0;699,0;555,0;183,0;500,0;500,0;119,0;699,0;183,0;500,0;119,0;119,0;183,0;500,0
51;0;0;1;0;0;1;0;0,2707415885789225;100,0;136,0;201,0;;269,0;206,0;201,0;;136,0;206,0;269,0;;206,0;206,0;100,0;;100,0;206,0;201,0;;269,0;269,0;206,0;;269,0;206,0;136,0;;201,0;100,0;201,0;;136,0;206,0;201,0;;201,0;100,0;269,0;;136,0;201,0
52;0;1;0;0;1;1;0;0,2840349838746351;;;665,0;665,0;336,0;414,0;336,0;336,0;665,0;665,0;414,0;336,0;414,0;414,0;665,0;414,0;336,0;336,0;336,0;665,0;336,0;665,0;336,0;414,0;414,0;336,0;336,0;665,0;665,0;414,0;665,0;665,0;665,0;336,0;414,0;665,0;336,0;336,0;665,0;414,0;336,0;336,0
53;0;1;0;1;0;1;0;0,2966792547433902;;;;;;;78,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;1;0;0;0;1;1;0;0,4030321408648031;315,0;116,0;315,0;116,0;;310,0;331,0;116,0;;209,0;315,0;116,0;;102,0;116,0;245,0;;71,0;331,0;245,0;;453,0;116,0;331,0;;187,0;245,0;315,0;;187,0;315,0;116,0;;431,0;331,0;245,0;;310,0;331,0;331,0;;431,0
55;1;1;0;1;1;1;1;0,5213820114808352;314,0;483,0;493,0;483,0;320,0;320,0;624,0;624,0;694,0;430,0;233,0;646,0;694,0;639,0;684,0;233,0;430,0;320,0;233,0;233,0;624,0;639,0;493,0;684,0;430,0;694,0;483,0;646,0;639,0;639,0;639,0;233,0;233,0;624,0;571,0;639,0;624,0;694,0;694,0;233,0;639,0;430,0
56;0;0;1;0;0;0;1;0,21875257608730986;675,0;550,0;497,0;497,0;675,0;675,0;497,0;497,0;675,0;675,0;264,0;550,0;675,0;675,0;264,0;550,0;675,0;497,0;264,0;497,0;497,0;675,0;264,0;550,0;497,0;675,0;264,0;497,0;497,0;675,0;497,0;497,0;497,0;675,0;264,0;497,0;675,0;675,0;264,0;550,0;497,0;675,0
57;0;0;1;1;1;1;0;0,42439205240760136;156,0;156,0;366,0;523,0;474,0;474,0;355,0;366,0;582,0;322,0;322,0;366,0;582,0;70,0;366,0;355,0;523,0;523,0;366,0;366,0;474,0;355,0;523,0;355,0;582,0;366,0;70,0;582,0;582,0;582,0;474,0;366,0;322,0;156,0;474,0;582,0;355,0;474,0;322,0;366,0;70,0;366,0
58;0;1;1;0;1;0;0;0,29819753122397696;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;0;0;1;1;0;1;0;0,3504344726309674;422,0;683,0;156,0;666,0;83,0;683,0;366,0;666,0;683,0;567,0;70,0;402,0;501,0;501,0;70,0;83,0;83,0;422,0;70,0;501,0;501,0;501,0;422,0;239,0;567,0;683,0;501,0;422,0;368,0;83,0;501,0;13,0;368,0;501,0;156,0;75,0;402,0;402,0;683,0;501,0;83,0;368,0
60;0;0;0;0;1;0;1;0,2122668749159189;378,0;678,0;678,0;636,0;274,0;274,0;678,0;636,0;274,0;274,0;678,0;636,0;274,0;274,0;678,0;636,0;274,0;274,0;678,0;636,0;274,0;274,0;678,0;636,0;274,0;274,0;678,0;636,0;274,0;274,0;678,0;636,0;274,0;274,0;678,0;636,0;274,0;274,0;678,0;636,0;274,0;274,0
61;0;1;0;0;1;1;0;0,2840349838746351;;;336,0;414,0;665,0;665,0;414,0;414,0;414,0;336,0;336,0;414,0;336,0;336,0;336,0;665,0;414,0;414,0;414,0;414,0;665,0;414,0;665,0;336,0;336,0;414,0;414,0;414,0;336,0;336,0;414,0;336,0;336,0;414,0;665,0;336,0;414,0;414,0;336,0;336,0;665,0;665,0
62;1;1;1;1;1;1;1;0,6073783665585388;174,0;265,0;265,0;320,0;;312,0;430,0;524,0;;265,0;320,0;493,0;;483,0;265,0;174,0;;698,0;506,0;430,0;265,0;558,0;149,0;105,0;;698,0;694,0;174,0;;278,0;430,0;407,0;;312,0;320,0;694,0;;278,0;560,0;524,0;265,0;174,0
63;1;0;1;0;0;0;0;0,3460223497096673;;657,0;107,0;170,0;;;454,0;688,0;;;107,0;688,0;;;657,0;657,0;;;170,0;170,0;;;688,0;657,0;;;657,0;170,0;;;454,0;688,0;;;657,0;107,0;;;688,0;657,0;;
64;0;0;0;1;1;0;0;0,28138908825186754;;418,0;;168,0;418,0;418,0;;182,0;168,0;418,0;;182,0;168,0;168,0;;168,0;418,0;418,0;;168,0;182,0;418,0;;168,0;168,0;182,0;;418,0;418,0;182,0;;182,0;168,0;418,0;;418,0;168,0;182,0;;168,0;418,0;168,0
65;0;1;0;1;1;1;1;0,3656786946243736;130,0;646,0;24,0;589,0;589,0;646,0;589,0;589,0;163,0;425,0;400,0;589,0;589,0;130,0;24,0;163,0;130,0;163,0;24,0;24,0;130,0;589,0;505,0;24,0;589,0;24,0;505,0;400,0;589,0;505,0;505,0;505,0;130,0;130,0;400,0;505,0;589,0;130,0;24,0;400,0;646,0;163,0
66;0;0;0;1;1;1;0;0,3417524538577981;;173,0;261,0;337,0;261,0;261,0;147,0;582,0;337,0;147,0;261,0;261,0;261,0;261,0;173,0;156,0;147,0;337,0;147,0;173,0;261,0;337,0;261,0;156,0;337,0;261,0;261,0;156,0;147,0;173,0;261,0;337,0;173,0;261,0;261,0;173,0;173,0;337,0;261,0;355,0;147,0;337,0
67;0;1;1;0;0;1;0;0,29190094793143195;;45,0;45,0;45,0;;;45,0;45,0;;;45,0;45,0;;;45,0;45,0;;;45,0;388,0;;;45,0;45,0;;;235,0;388,0;;;388,0;388,0;;;388,0;45,0;;;388,0;388,0;;
68;1;1;0;0;1;1;1;0,4284560788216125;649,0;404,0;385,0;372,0;;14,0;649,0;404,0;372,0;382,0;571,0;14,0;404,0;14,0;502,0;232,0;382,0;162,0;385,0;232,0;649,0;382,0;385,0;14,0;216,0;649,0;372,0;382,0;382,0;14,0;649,0;404,0;382,0;372,0;385,0;14,0;;397,0;649,0;404,0;216,0;14,0
69;1;1;0;1;0;0;1;0,37545894903577226;429,0;561,0;255,0;157,0;255,0;441,0;519,0;519,0;255,0;511,0;255,0;519,0;255,0;228,0;397,0;157,0;255,0;511,0;397,0;228,0;228,0;255,0;519,0;519,0;511,0;255,0;397,0;228,0;228,0;228,0;255,0;519,0;228,0;255,0;397,0;157,0;511,0;511,0;519,0;228,0;255,0;561,0
70;0;0;1;1;1;1;1;0,42439205240760136;651,0;541,0;447,0;651,0;240,0;498,0;529,0;541,0;;404,0;59,0;541,0;108,0;57,0;59,0;651,0;651,0;541,0;59,0;19,0;;651,0;651,0;38,0;;625,0;57,0;664,0;;651,0;95,0;664,0;132,0;216,0;634,0;541,0;162,0;651,0;651,0;541,0;57,0;216,0
71;1;1;0;1;0;1;1;0,4435465796666669;616,0;592,0;441,0;698,0;222,0;592,0;441,0;620,0;;616,0;430,0;616,0;254,0;222,0;430,0;616,0;;54,0;592,0;698,0;254,0;592,0;214,0;616,0;637,0;616,0;616,0;620,0;;145,0;441,0;222,0;616,0;592,0;222,0;620,0;222,0;616,0;592,0;620,0;592,0;592,0
72;0;1;1;1;1;0;1;0,3817416083462635;327,0;327,0;405,0;369,0;369,0;369,0;369,0;327,0;405,0;369,0;405,0;369,0;405,0;429,0;406,0;405,0;405,0;405,0;405,0;327,0;327,0;406,0;369,0;327,0;327,0;369,0;369,0;406,0;369,0;369,0;406,0;369,0;327,0;369,0;369,0;369,0;369,0;369,0;406,0;405,0;405,0;327,0
73;0;1;0;0;0;1;0;0,2249769575871544;;645,0;645,0;;345,0;645,0;645,0;;345,0;345,0;645,0;;345,0;645,0;345,0;;345,0;345,0;645,0;;645,0;345,0;345,0;;645,0;345,0;345,0;;345,0;345,0;645,0;;645,0;345,0;645,0;;345,0;345,0;345,0;;645,0;645,0
74;0;0;0;1;0;0;0;0,22271007961966388;120,0;120,0;;120,0;302,0;120,0;;302,0;120,0;120,0;;302,0;302,0;120,0;;302,0;302,0;120,0;;120,0;120,0;302,0;;302,0;302,0;302,0;;120,0;302,0;120,0;;302,0;302,0;120,0;;302,0;302,0;302,0;;120,0;302,0;120,0
75;1;0;1;1;0;1;1;0,5048125532864441;311,0;512,0;148,0;211,0;512,0;512,0;148,0;211,0;41,0;512,0;311,0;512,0;578,0;155,0;578,0;512,0;148,0;512,0;211,0;578,0;578,0;512,0;155,0;529,0;211,0;169,0;148,0;451,0;41,0;512,0;211,0;211,0;512,0;41,0;311,0;59,0;155,0;155,0;512,0;529,0;512,0;41,0
76;1;1;1;0;0;1;0;0,4378755152975843;235,0;225,0;609,0;361,0;609,0;223,0;361,0;609,0;361,0;225,0;225,0;361,0;225,0;361,0;609,0;225,0;685,0;361,0;685,0;235,0;609,0;225,0;609,0;235,0;235,0;361,0;223,0;225,0;361,0;609,0;235,0;685,0;361,0;452,0;223,0;225,0;361,0;223,0;609,0;223,0;235,0;685,0
77;1;0;1;0;0;1;1;0,4122958424135459;283,0;490,0;48,0;283,0;490,0;611,0;48,0;490,0;611,0;490,0;611,0;490,0;611,0;283,0;48,0;283,0;490,0;406,0;611,0;283,0;611,0;490,0;611,0;283,0;490,0;611,0;48,0;490,0;490,0;611,0;611,0;283,0;611,0;490,0;48,0;283,0;611,0;490,0;48,0;283,0;490,0;632,0
78;1;1;0;1;0;1;1;0,4435465796666669;222,0;181,0;616,0;616,0;;222,0;53,0;222,0;592,0;514,0;222,0;620,0;592,0;592,0;214,0;222,0;616,0;644,0;441,0;616,0;;555,0;441,0;222,0;592,0;592,0;592,0;592,0;;616,0;616,0;616,0;592,0;254,0;430,0;214,0;592,0;592,0;222,0;616,0;637,0;222,0
79;0;0;0;1;0;1;0;0,2753081933195574;375,0;605,0;;;;;;;;;431,0;;;;453,0;;;;118,0;;;;;;;;;;;;209,0;;;;290,0;;;;290,0;;;
80;0;0;0;1;0;1;0;0,2753081933195574;;;;431,0;;;;453,0;;;;391,0;;;;391,0;;;;187,0;;;;453,0;;;;209,0;;;;118,0;;;;102,0;;;;453,0;;
81;0;1;1;0;0;1;0;0,29190094793143195;45,0;;;;;;;;;;;;;;;;;;;;;;;;;;45,0;;;;;;;;;;;;;;;
82;0;1;1;1;1;1;1;0,4501473795086837;8,0;95,0;421,0;95,0;421,0;95,0;421,0;672,0;;421,0;393,0;672,0;421,0;393,0;393,0;393,0;393,0;421,0;95,0;672,0;95,0;8,0;8,0;393,0;8,0;8,0;421,0;130,0;672,0;672,0;554,0;8,0;393,0;668,0;95,0;95,0;;421,0;8,0;672,0;421,0;119,0
83;0;0;1;1;0;1;1;0,3504344726309674;459,0;471,0;459,0;138,0;59,0;295,0;471,0;471,0;370,0;370,0;138,0;459,0;370,0;295,0;295,0;59,0;59,0;471,0;623,0;471,0;529,0;267,0;295,0;471,0;370,0;471,0;370,0;623,0;295,0;59,0;267,0;267,0;529,0;267,0;267,0;295,0;459,0;370,0;370,0;295,0;59,0;370,0
84;1;0;1;0;0;0;0;0,3460223497096673;454,0;;;;688,0;170,0;;;107,0;107,0;;;107,0;688,0;;;454,0;170,0;;;454,0;170,0;;;170,0;688,0;;;454,0;170,0;;;454,0;657,0;;;454,0;688,0;;;170,0;454,0
